Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
Riley ,NFANDROID2-PRV-BOREAL-GOOGLCHROMECAST=HD-21793-564A1650EFCFA4AECE46C9A679557C902AF97454BD9D7FC86C8DD02D142F59D3,Google Chromecast Chromecast with GTV 1080P Set Top Box,2023-10-02T10:14:18.423,2025-06-21T13:04:37.820,2023-10-02T10:14:18.423,2025-06-21T13:04:37.820,2024-09-14T12:45:21.190,2025-04-22T18:40:31.313,2024-09-14T12:48:16.252,2025-04-20T13:57:37.521,
Mum,SSTV-KUE1-0000000000000023918116,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,2025-04-21T19:33:01.375,2025-05-09T20:49:14.710,2025-04-21T19:33:15.427,2025-05-09T19:03:26.003,2025-04-21T19:33:01.375,2025-04-21T19:33:23.435,2025-04-21T19:33:15.427,2025-04-21T19:33:15.427,
Josh,NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,Apple iPhone 13,2023-11-12T13:16:31.612,2025-04-21T17:04:51.984,,,2023-11-12T13:16:31.612,2025-04-21T17:04:51.984,,,
Talia,NFAPPL-01-IPAD7=11-AD8644B81FB98DA0FF7C579586DC30269E277A3702A4AA471CF5076C72CC966A,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,2024-09-16T23:05:58.244,2025-04-21T07:56:00.408,,,2024-09-16T23:05:58.244,2025-04-21T07:56:00.408,,,
Mum,NFANDROID2-PRV-PHHTV18AMT2-PHILITPM181HE-8032-529B65452383BC333A1103FF74375420DC146B31CF0C9CF18406F0CDC5401FDC,TPV PHHTV18AMT2 Smart TV,2025-04-18T13:11:55.692,2025-04-20T19:24:40.068,2025-04-18T13:13:58.377,2025-04-20T17:41:40.680,2025-04-18T13:11:55.692,2025-04-20T19:24:40.068,2025-04-18T13:13:58.377,2025-04-20T17:41:40.680,
Riley ,NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,Sony PS4,2022-02-26T06:35:18.068,2025-03-15T06:50:30.726,2022-02-26T06:35:18.068,2025-03-15T05:57:14.171,2022-02-26T06:35:18.068,2025-03-15T06:50:30.726,2022-02-26T06:35:18.068,2025-03-15T05:57:14.171,
Mum,NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,Edge OSS - Windows (Cadmium),2024-12-14T07:58:04.148,2025-06-08T20:33:09.728,,,2025-02-20T13:23:48.679,2025-02-20T14:06:11.228,,,
Josh,NFCDCH-02-LVFC1HPD6ED75UYU1RHXEKQ16YL2CJ,Chrome PC (Cadmium),2025-02-20T13:21:20.124,2025-02-20T13:21:20.124,,,2025-02-20T13:21:20.124,2025-02-20T13:21:20.124,,,
Riley ,NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,Chrome PC (Cadmium),2024-01-23T22:00:06.876,2025-02-08T05:24:58.494,,,2024-01-23T22:00:06.876,2025-02-08T05:24:58.494,,,
Riley ,NFAPPL-02-IPHONE12=1-7A609D510F504032042C8DF6A2C2601CBACA4C9CBCB7D6930CE9B82F54BA9D31,Apple iPhone 11,2023-12-18T08:31:25.832,2025-01-22T11:50:12.067,,,2023-12-18T08:31:25.832,2025-01-22T11:50:12.067,,,
Talia,NFANDROID2-PRV-BOREAL-GOOGLCHROMECAST=HD-21793-E71B25B4F16D2CF940089504D9B163D0F0BAD0B1687C486350CA671A6CED1E18,Google Chromecast Chromecast with GTV 1080P Set Top Box,2023-09-29T09:47:02.024,2025-01-18T10:48:26.646,2023-09-29T10:13:26.710,2025-01-18T10:48:26.646,2023-09-29T09:47:02.024,2025-01-12T03:27:55.652,2023-09-29T10:13:26.710,2025-01-12T03:27:55.652,
Josh,NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,Sony PS4,2021-10-06T10:54:50.692,2025-01-11T12:11:02.483,2022-10-07T10:01:05.027,2025-01-11T12:11:02.483,2021-10-06T10:54:50.692,2025-01-11T12:11:02.483,2022-10-07T10:01:05.027,2025-01-11T12:11:02.483,
Mum,NFANDROID2-PRV-BOREAL-GOOGLCHROMECAST=HD-21793-E71B25B4F16D2CF940089504D9B163D0F0BAD0B1687C486350CA671A6CED1E18,Google Chromecast Chromecast with GTV 1080P Set Top Box,2023-09-29T09:47:02.024,2025-01-18T10:48:26.646,2023-09-29T10:13:26.710,2025-01-18T10:48:26.646,2023-09-30T10:51:29.836,2025-01-02T09:57:59.260,2023-09-30T10:56:26.239,2025-01-02T09:57:59.260,
Josh,NFANDROID2-PRV-BOREAL-GOOGLCHROMECAST=HD-21793-E71B25B4F16D2CF940089504D9B163D0F0BAD0B1687C486350CA671A6CED1E18,Google Chromecast Chromecast with GTV 1080P Set Top Box,2023-09-29T09:47:02.024,2025-01-18T10:48:26.646,2023-09-29T10:13:26.710,2025-01-18T10:48:26.646,2023-12-03T07:31:16.380,2024-12-21T10:58:18.676,2023-12-03T10:01:10.911,2024-12-21T09:13:28.520,
Josh,NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,Edge OSS - Windows (Cadmium),2024-08-13T12:25:57.369,2024-08-30T13:32:30.804,,,2024-08-13T12:25:57.369,2024-08-30T13:32:30.804,,,
Josh,NFANDROID2-PRV-BOREAL-GOOGLCHROMECAST=HD-21793-564A1650EFCFA4AECE46C9A679557C902AF97454BD9D7FC86C8DD02D142F59D3,Google Chromecast Chromecast with GTV 1080P Set Top Box,2023-10-02T10:14:18.423,2025-06-21T13:04:37.820,2023-10-02T10:14:18.423,2025-06-21T13:04:37.820,2023-12-13T04:42:37.507,2024-08-26T05:46:22.054,2024-04-25T09:28:50.412,2024-04-25T09:28:50.412,
Josh,NFUWA-001-95D101A6195BFAAF6EBBD66519940364750BCC6751C937E3F04C66CD2CB061EE,Netflix Windows App - Cadmium Windows Mobile,2022-11-24T14:26:09.868,2024-05-28T14:16:08.568,,,2022-11-24T14:26:09.868,2024-05-28T14:16:08.568,,,
Mum,NFAPPL-02-IPHONE14=2-D40C879FAFC046E71EF3814651A0F26B5A3733902EAB4731F5FC4CE3F6FE9FF1,Apple iPhone 13 Pro,2022-05-24T09:53:26.494,2024-02-05T02:59:44.311,,,2022-05-24T09:53:26.494,2024-02-05T02:59:44.311,,,
Riley ,NFCDCH-02-K8QLAHTRM0M8KKFMU80YGK26J1L5ML,Chrome PC (Cadmium),2023-06-16T02:48:11.692,2024-01-05T12:53:52.593,,,2023-06-16T02:48:11.692,2024-01-05T12:53:52.593,,,
Riley ,NFAPPL-02-IPHONE12=1-181C4588479A3AFA1C9DCA0BDB0299534B85F53A5EBDDBC7215BFB904D5560C6,Apple iPhone 11,2022-04-26T13:34:24.936,2023-12-17T02:03:22.531,,,2022-04-26T13:34:24.936,2023-12-17T02:03:22.531,,,
Talia,NFCDCH-02-K9KYW5JG3XLQMMYYAGC964XLE5PG4L,Chrome PC (Cadmium),2023-06-28T11:01:16.215,2023-10-21T10:39:16.264,,,2023-06-28T11:01:16.215,2023-10-21T10:39:16.264,,,
Talia,NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,Firefox PC (Cadmium),2022-11-02T09:54:38.952,2025-06-22T02:59:28.036,,,2023-10-01T02:24:35.475,2023-10-01T02:24:35.475,,,
Mum,NFAPPL-03-APPLETV3=2-14DBC2426A006F4333A2527DC9D7D4F722E1FBE1E0CA9DF664B88ED19BA6A4BF,Apple TV 3 (revised),2020-10-13T10:00:44.905,2023-09-24T09:59:39.204,,,2020-10-13T10:00:44.905,2023-09-03T11:24:06.732,,,
Talia,NFAPPL-02-IPHONE10=1-CBA926BEECBBF64672785E18CCB1CE0D8312557C8CC07C28D2115A67CC3BBBE3,Apple iPhone 8 (CDMA),2023-07-31T12:38:14.496,2023-07-31T21:49:52.799,,,2023-07-31T12:38:14.496,2023-07-31T21:49:52.799,,,
Talia,NFAPPL-02-IPHONE10=1-58BEDD284A0D0E2DCA66A1A811D7979F8F6D0D3DF268AA84E933AB118B93ED3E,Apple iPhone 8 (CDMA),2023-04-28T10:03:30.888,2023-07-30T13:05:43.288,,,2023-06-29T12:45:07.288,2023-07-30T13:05:43.288,,,
Talia,GOOGCAP0010000000000000021414038,Google Chromecast V5 Streaming Stick,2022-05-27T10:22:10.161,2025-06-14T12:16:15.243,,,2023-07-03T22:41:33.112,2023-07-21T09:00:17.384,,,
Talia,NFAPPL-01-IPAD7=11-E2221F44B89B2C6F5EB47FD4BDA72F7ED4FDE5050A3A0DBC7154F0D1A2CD2AD8,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,2023-04-26T09:54:48.236,2023-07-16T13:50:15.001,,,2023-07-05T07:34:56.368,2023-07-16T13:50:15.001,,,
Josh,NFAPPL-02-IPHONE14=5-4EBBD2D4A147C3BA9874CE2FF765588F7978ED498F08DFA8BE63AC80EC512078,Apple iPhone 13,2022-07-21T12:07:22.624,2023-07-10T14:01:09.128,,,2022-07-21T12:07:22.624,2023-07-10T14:01:09.128,,,
Josh,NFAPPL-03-APPLETV3=2-14DBC2426A006F4333A2527DC9D7D4F722E1FBE1E0CA9DF664B88ED19BA6A4BF,Apple TV 3 (revised),2020-10-13T10:00:44.905,2023-09-24T09:59:39.204,,,2023-01-17T05:44:04.936,2023-07-07T12:39:33.276,,,
Mum,GOOGCAP0010000000000000027250149,Google Chromecast V5 Streaming Stick,2020-10-18T10:30:37.486,2023-06-21T11:34:59.499,,,2020-10-18T10:30:37.486,2023-06-19T11:29:15.704,,,
Riley ,NFCDCH-02-JW9CA6G4C2PL3W79NDFKQX3WAWJQYX,Chrome PC (Cadmium),2023-02-05T10:27:33.352,2023-06-14T12:31:47.592,,,2023-02-05T10:27:33.352,2023-06-14T12:31:47.592,,,
Mum,NFCDCH-02-JTVE7NNXA4VAJ0T7D81YK3Y8ET8L8V,Chrome PC (Cadmium),2023-04-27T08:19:31.443,2023-05-26T12:57:34.886,,,2023-04-27T08:19:31.443,2023-05-26T12:57:34.886,,,
Mum,NFAPPL-01-IPAD7=11-E2221F44B89B2C6F5EB47FD4BDA72F7ED4FDE5050A3A0DBC7154F0D1A2CD2AD8,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,2023-04-26T09:54:48.236,2023-07-16T13:50:15.001,,,2023-04-26T09:54:48.236,2023-04-30T02:25:45.268,,,
Mum,NFAPPL-02-IPHONE10=1-58BEDD284A0D0E2DCA66A1A811D7979F8F6D0D3DF268AA84E933AB118B93ED3E,Apple iPhone 8 (CDMA),2023-04-28T10:03:30.888,2023-07-30T13:05:43.288,,,2023-04-28T10:03:30.888,2023-04-29T04:58:41.384,,,
Mum,GOOGCAP0010000000000000016140328,Google Chromecast V5 Streaming Stick,2022-06-26T11:13:18.833,2023-04-14T11:29:11.342,,,2022-06-26T11:13:18.833,2023-04-14T11:29:11.342,,,
Josh,NFCDCH-02-JW7X5MV11Q2WN1H5Y7MPA25M88MQ33,Chrome PC (Cadmium),2023-01-15T12:42:51.236,2023-01-31T11:28:06.846,,,2023-01-15T12:42:51.236,2023-01-31T11:28:06.846,,,
Mum,NFAPPL-02-IPHONE14=2-E090D203C6A51D1D0CC0EC82B4E8ED688A140655D5DF58BB8899690F49CD7DEA,Apple iPhone 13 Pro,2022-06-01T06:59:41.195,2023-04-26T07:37:51.871,,,2023-01-25T10:35:54.105,2023-01-27T10:36:48.862,,,
Josh,GOOGCAP0010000000000000016140328,Google Chromecast V5 Streaming Stick,2022-06-26T11:13:18.833,2023-04-14T11:29:11.342,,,2022-12-28T10:37:15.488,2023-01-08T04:17:11.544,,,
Josh,NFUWA-001-A48ACDED75DA9618633D31C8CF9447E934BFFDD301D23921D977C217549D6EC3,Netflix Windows App - Cadmium Windows Mobile,2021-09-29T11:51:08.399,2022-11-10T08:46:02.948,,,2021-09-29T11:51:08.399,2022-11-10T08:46:02.948,,,
Riley ,NFCDCH-02-HGX8XELWDY87V8QFU9W65E9FVQK8YW,Chrome PC (Cadmium),2022-01-10T13:54:05.795,2022-05-09T10:04:45.576,,,2022-01-10T13:54:05.795,2022-05-09T10:04:45.576,,,
Riley ,NFAPPL-02-IPHONE12=1-99C5CE79D291C1D11677DCBB499E46680D41A36B2883EAF67F29D9E48BACDD2D,Apple iPhone 11,2022-02-12T04:03:31.392,2022-03-02T10:00:00.326,,,2022-02-12T04:03:31.392,2022-03-02T10:00:00.326,,,
Mum,NFAPPL-02-IPHONE10=1-E090D203C6A51D1D0CC0EC82B4E8ED688A140655D5DF58BB8899690F49CD7DEA,Apple iPhone 8 (CDMA),2021-12-28T10:33:07.151,2021-12-28T10:33:07.151,,,2021-12-28T10:33:07.151,2021-12-28T10:33:07.151,,,
Mum,NFAPPL-02-IPHONE10=1-D40C879FAFC046E71EF3814651A0F26B5A3733902EAB4731F5FC4CE3F6FE9FF1,Apple iPhone 8 (CDMA),2020-10-18T10:30:07.279,2020-10-19T11:27:24.740,,,2020-10-18T10:30:07.279,2020-10-19T11:27:24.740,,,
Dad,GOOGCAP0010000000000000019294599,Google Chromecast V5 Streaming Stick,,,,,,,,,
Dad,NFAPPL-01-IPAD7=11-75A10ECD401586FBBACDC32B38524B13006E5E5BBF6B1642FC006B136A5C6847,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,,,,,,,,,
Dad,NFCDCH-02-H2K2N8FFRNAMGVUTMWA5DYV2YPW1F1,Chrome PC (Cadmium),,,,,,,,,
Dad,NFCDFF-02-HKCK0KKPJETAKENKYD9YA90RVGA8FV,Firefox PC (Cadmium),,,,,,,,,
Dad,NFUWA-001-BCDC40FE70B6EDDBD283CF47E7E833AA4F0373714B9C2357C48C38DAABE39351,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Dad,NFAPPL-02-IPHONE8=1-99C5CE79D291C1D11677DCBB499E46680D41A36B2883EAF67F29D9E48BACDD2D,Apple iPhone 6s,,,,,,,,,
Dad,NFCDCH-02-GGXTYAKDP45P97RCG1QL7NGPLA5QA9,Chrome PC (Cadmium),,,,,,,,,
Dad,NFCDCH-02-GE5T8TCTC2HQKEA3J5QXN49P5P7A5C,Chrome PC (Cadmium),,,,,,,,,
Dad,NFCDCH-02-GQ0WWG3E3LJP84XW497DLJ7X2FW7L3,Chrome PC (Cadmium),,,,,,,,,
Dad,NFCDCH-02-GECHXH8PQNQEP7Y73GXRVVC1GTKPQD,Chrome PC (Cadmium),,,,,,,,,
Dad,NFCDFF-02-GC9XPC6RQK4EW49X4UVHU7T1D5FHEL,Firefox PC (Cadmium),,,,,,,,,
Dad,NFCDCH-02-G4RQ7002L5UP5UK2H3D86FYF2Q617P,Chrome PC (Cadmium),,,,,,,,,
Dad,NFUWA-001-E06B5284C0E3F07AC4DD945987BAE8E6158CED6C0E318FF11C8DCE99C4F8FB7D,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Dad,NFAPPL-01-IPAD4=1-75A10ECD401586FBBACDC32B38524B13006E5E5BBF6B1642FC006B136A5C6847,iPad Air Wi-Fi,,,,,,,,,
Dad,NFUWA-001-273477A8E5570B39D3C761DE9FF80C7D42426BC82C75D73ED247BDD91CB609B4,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Dad,NFAPPL-03-APPLETV3=2-315B39432C3BD621F43ABFE417DFEC08C89926A23DCD2D9BFD5FA356E02E73EB,Apple TV 3 (revised),,,,,,,,,
Dad,NFCDCH-02-FKXQ19JRHFC59MECMHH8G3KJRGNP4W,Chrome PC (Cadmium),,,,,,,,,
Dad,NFXONE-02-1VAY6103MNT0KBBMKCAWX0FEV88HV9BWA3WMVGPWAHGASTA2GY1,Microsoft Xbox One,,,,,,,,,
Dad,NFAPPL-02-IPHONE8=1-E090D203C6A51D1D0CC0EC82B4E8ED688A140655D5DF58BB8899690F49CD7DEA,Apple iPhone 6s,,,,,,,,,
Dad,NFAPPL-02-IPHONE8=4-31430D9FA588BDA9F2868FC0311D238C4281227916CB95DAE3AF11E6E1FDC236,iPhone SE,,,,,,,,,
Dad,SSTV-X121-130218-0012313195-006E,Samsung 2013 MStar X12 Smart TV,,,,,,,,,
Dad,NFAPPL-01-IPAD2=2-3BEB3C7D4F2C8A94AA20BA988196E8A09D8216D9B5C3062E1DD820DF31A8737E,Apple iPad 2 3G GSM,,,,,,,,,
Dad,NFCDSF-01-EDQU36Y0LT1MNG59TLQ11M4CRCQ87Y,Safari MAC (Cadmium),,,,,,,,,
Dad,NFAPPL-02-IPHONE7=2-99C5CE79D291C1D11677DCBB499E46680D41A36B2883EAF67F29D9E48BACDD2D,Apple iPhone 6,,,,,,,,,
Dad,NFAPPL-01-IPAD4=1-1A020F1781B409CF2168C0B393E2DE34F61D3C6BD7C29A59576F1A051DFA3427,iPad Air Wi-Fi,,,,,,,,,
Dad,NFCDFF-02-E1VZ16X6CF3GDR9DR1LXNH1W1JWKTA,Firefox PC (Cadmium),,,,,,,,,
Dad,NFCDFF-02-HJ7FAKJGP9CFDKD7LJXG8A4C2K0J1E,Firefox PC (Cadmium),,,,,,,,,
Dad,NFCDFF-02-H84DV3G8FPHHU0FP5XMMKE555MMG2P,Firefox PC (Cadmium),,,,,,,,,
Dad,NFAPPL-02-IPHONE12=1-26FMLO7T675NE2SH4322WAJDTUTMTQAMELNM2732QRZHMK6WKSIQ,Apple iPhone 11,,,,,,,,,2025-06-22T03:01:49.156
Dad,NFAPPL-02-IPHONE12=1-0A9BEFA754C360F16D98875D79EA119728E16F26A67815685A939DDE7A06EA0A,Apple iPhone 11,2023-12-13T12:00:33.855,2025-06-06T10:51:43.888,,,2023-12-13T12:00:33.855,2025-06-06T10:51:43.888,,,2025-06-22T03:01:49.156
Dad,NFCDFF-02-M139XALDC04FDH406J3RF4AXF2NTAN,Firefox PC (Cadmium),2025-04-30T05:28:09.380,2025-04-30T05:28:09.380,,,2025-04-30T05:28:09.380,2025-04-30T05:28:09.380,,,2025-06-22T03:01:25.604
Dad,NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,Apple iPhone 16 Pro iPhone,2025-02-16T05:28:48.820,2025-06-18T09:33:39.872,,,2025-02-16T05:28:48.820,2025-06-18T09:33:39.872,,,2025-06-22T03:01:19.528
Dad,NFCDSF-PH-M0W77JLVAF11CX4M60NRENQHC9FMGY,Netflix iPhone-Safari iPhone,,,,,,,,,2025-06-22T03:01:10.732
Dad,SSTVNTC1==0000000000000021683652,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-04-22T20:18:56.483,2025-06-10T19:36:25.608,2025-06-10T17:22:02.263,2025-06-10T18:23:32.607,2025-04-22T20:18:56.483,2025-06-10T19:36:25.608,2025-06-10T17:22:02.263,2025-06-10T18:23:32.607,2025-06-11T18:51:29.088
Dad,SSTV-KUE1-0000000000000023918116,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,2025-04-21T19:33:01.375,2025-05-09T20:49:14.710,2025-04-21T19:33:15.427,2025-05-09T19:03:26.003,2025-04-21T19:33:01.375,2025-05-09T20:49:14.710,2025-04-21T19:33:15.427,2025-05-09T19:03:26.003,2025-05-10T10:17:39.879
Dad,NFAPPL-02-IPHONE14=2-D40C879FAFC046E71EF3814651A0F26B5A3733902EAB4731F5FC4CE3F6FE9FF1,Apple iPhone 13 Pro,2022-05-24T09:53:26.494,2024-02-05T02:59:44.311,,,2022-05-24T09:53:26.494,2024-02-05T02:59:44.311,,,2025-04-27T12:05:11.367
Dad,NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,Sony PS4,2022-02-26T06:35:18.068,2025-03-15T06:50:30.726,2022-02-26T06:35:18.068,2025-03-15T05:57:14.171,2022-02-26T06:35:18.068,2025-03-15T06:50:30.726,2022-02-26T06:35:18.068,2025-03-15T05:57:14.171,2025-04-27T12:04:51.848
Dad,NFAPPL-01-IPAD7=11-AD8644B81FB98DA0FF7C579586DC30269E277A3702A4AA471CF5076C72CC966A,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,2024-09-16T23:05:58.244,2025-04-21T07:56:00.408,,,2024-09-16T23:05:58.244,2025-04-21T07:56:00.408,,,2025-04-27T12:04:30.832
Dad,NFAPPL-01-IPAD7=11-E2221F44B89B2C6F5EB47FD4BDA72F7ED4FDE5050A3A0DBC7154F0D1A2CD2AD8,Apple iPad 10.2 inch 7th Gen Wi-Fi iPad,2023-04-26T09:54:48.236,2023-07-16T13:50:15.001,,,2023-04-26T09:54:48.236,2023-07-16T13:50:15.001,,,2025-04-27T12:04:30.832
Dad,NFAPPL-01-IPAD4=1-D916204E4199C094B42EE2298DCCB3F11607ABD3F7A44826A678B649C49CF1F3,iPad Air Wi-Fi,2025-03-30T09:50:40.951,2025-04-21T08:46:38.167,,,2025-03-30T09:50:40.951,2025-04-21T08:46:38.167,,,2025-04-27T12:04:24.863
Dad,NFCDSF-PH-M0GY9EN2NG3K2F4P6L2TDCLF2JV0N9,Netflix iPhone-Safari iPhone,,,,,,,,,2025-04-27T12:04:09.558
Dad,NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,Chrome PC (Cadmium),2024-01-23T22:00:06.876,2025-02-08T05:24:58.494,,,2024-01-23T22:00:06.876,2025-02-08T05:24:58.494,,,2025-04-22T20:18:12.081
Dad,NFCDCH-02-LVFC1HPD6ED75UYU1RHXEKQ16YL2CJ,Chrome PC (Cadmium),2025-02-20T13:21:20.124,2025-02-20T13:21:20.124,,,2025-02-20T13:21:20.124,2025-02-20T13:21:20.124,,,2025-04-22T20:18:04.756
Dad,NFCDSF-PH-KX64NTG8Y7T1VLCVEM2UDCH6LVG353,Netflix iPhone-Safari iPhone,,,,,,,,,2025-04-22T20:17:46.867
Dad,NFCDSF-PH-M0DELWHWKF871EXM521AFJD38LQC3N,Netflix iPhone-Safari iPhone,,,,,,,,,2025-04-22T20:17:38.388
Dad,NFANDROID2-PRV-PHHTV18AMT2-PHILITPM181HE-8032-529B65452383BC333A1103FF74375420DC146B31CF0C9CF18406F0CDC5401FDC,TPV PHHTV18AMT2 Smart TV,2025-04-18T13:11:55.692,2025-04-20T19:24:40.068,2025-04-18T13:13:58.377,2025-04-20T17:41:40.680,2025-04-18T13:11:55.692,2025-04-20T19:24:40.068,2025-04-18T13:13:58.377,2025-04-20T17:41:40.680,2025-04-21T12:14:37.168
